Vendor_Customer_Name,GSTIN,Invoice_No,Invoice_Date,Ledger_Type,Invoice_Value,Taxable_Value,CGST_Amount,SGST_Amount,IGST_Amount,Total_Tax,Payment_Status,Payment_Date,TDS_Deducted,Account_Code,Remarks,Upload_Timestamp
"Minhas, Dhar and Tiwari",2906MOXSFH4G1ZV,INV-00246,2025-06-18,Receivable,547331.9,427603.05,0.0,0.0,119728.85,119728.85,Paid,2025-06-30,5473.32,ACC-5375,Approved,2025-11-01 19:53:42
Swaminathan-Chacko,07YJHU8MYIKC1ZK,INV-00247,2025-05-07,Receivable,272363.51,230816.53,0.0,0.0,41546.98,41546.98,Partial,2025-05-20,2723.64,ACC-5400,,2025-11-01 19:53:42
Mangat PLC,19U38GL2ZXJM4ZX,INV-00248,2025-02-17,Receivable,563410.0,440164.06,61622.97,61622.97,0.0,123245.94,Unpaid,2025-03-02,5634.1,ACC-5395,Approved,2025-11-01 19:53:42
"Rau, Soman and Balakrishnan",071RDXCK36H04ZC,INV-00249,2025-09-08,Payable,49293.28,46945.98,0.0,0.0,2347.3,2347.3,Unpaid,2025-09-16,0.0,ACC-8736,Approved,2025-11-01 19:53:42
"Apte, Gandhi and Sibal",19U1HBJ6TXFO4ZX,INV-00250,2025-01-27,Receivable,79381.91,75601.82,1890.05,1890.05,0.0,3780.09,Unpaid,2025-02-26,793.82,ACC-9237,,2025-11-01 19:53:42
"Mangat, Bhasin and Singhal",07SX43WFSQG84ZE,INV-00251,2025-09-12,Payable,435044.98,368682.19,0.0,0.0,66362.79,66362.79,Unpaid,2025-09-19,4350.45,ACC-3072,Verified,2025-11-01 19:53:42
"Sarin, Mani and Randhawa",291IJIYS2N751ZU,INV-00252,2025-02-13,Payable,71484.71,60580.26,5452.23,5452.23,0.0,10904.45,Unpaid,2025-02-23,0.0,ACC-9773,Verified,2025-11-01 19:53:42
Deol-Gour,19TGXNX4SN6S2ZL,INV-00253,2025-05-08,Receivable,418322.26,398402.15,0.0,0.0,19920.11,19920.11,Partial,2025-06-07,4183.22,ACC-9323,Verified,2025-11-01 19:53:42
Viswanathan-Solanki,09FCXHGNZEI34ZD,INV-00254,2025-05-05,Receivable,436303.9,340862.42,0.0,0.0,95441.48,95441.48,Paid,2025-05-30,0.0,ACC-3336,Approved,2025-11-01 19:53:42
"Uppal, Kala and Shenoy",19F4ABUFWBUC2ZF,INV-00255,2025-05-23,Receivable,503513.62,479536.78,11988.42,11988.42,0.0,23976.84,Partial,2025-06-05,0.0,ACC-8318,Pending review,2025-11-01 19:53:42
Deshmukh-Ratta,27HVQRHOFU1W4ZI,INV-00256,2024-11-25,Payable,430524.81,364851.53,32836.64,32836.64,0.0,65673.28,Paid,2024-11-26,0.0,ACC-5524,Pending review,2025-11-01 19:53:42
"Kale, Trivedi and Bedi",19VINDH4SPFD2ZT,INV-00257,2025-07-05,Payable,30584.32,29127.92,0.0,0.0,1456.4,1456.4,Unpaid,2025-07-30,305.84,ACC-2944,Approved,2025-11-01 19:53:42
"Mittal, Rattan and Rama",09X6TA7YPP5Z2ZH,INV-00258,2025-05-05,Payable,508009.27,396882.24,55563.51,55563.51,0.0,111127.03,Unpaid,2025-05-09,5080.09,ACC-5684,Verified,2025-11-01 19:53:42
"Palla, Andra and Randhawa",19264UPJ16DV4ZN,INV-00259,2025-01-10,Receivable,107751.32,102620.3,0.0,0.0,5131.02,5131.02,Partial,2025-01-28,1077.51,ACC-5060,Pending review,2025-11-01 19:53:42
Sankar Group,19AXYLNFXJ4P2ZT,INV-00260,2025-01-20,Receivable,634856.13,495981.35,0.0,0.0,138874.78,138874.78,Paid,2025-01-30,6348.56,ACC-6061,Pending review,2025-11-01 19:53:42
"Chacko, Narain and Yohannan",09TUGUR9U1OE4ZD,INV-00261,2025-09-18,Payable,137298.49,122587.94,0.0,0.0,14710.55,14710.55,Unpaid,2025-10-07,0.0,ACC-8502,Pending review,2025-11-01 19:53:42
Baral LLC,29S22WYBOW232ZT,INV-00262,2025-04-11,Payable,62762.95,53188.94,0.0,0.0,9574.01,9574.01,Partial,2025-05-10,0.0,ACC-9751,Verified,2025-11-01 19:53:42
Das PLC,07CBN9WSZV834ZP,INV-00263,2025-04-13,Receivable,17992.75,15248.09,0.0,0.0,2744.66,2744.66,Partial,2025-05-10,0.0,ACC-3736,Pending review,2025-11-01 19:53:42
"Pall, Gaba and Yogi",272SZWYMX9DJ2ZL,INV-00264,2025-08-09,Payable,228054.55,203620.13,0.0,0.0,24434.42,24434.42,Paid,2025-08-21,2280.55,ACC-8317,Verified,2025-11-01 19:53:42
Handa-Sha,24Z7T0UUM3I82ZM,INV-00265,2025-06-22,Receivable,13752.72,12279.21,736.75,736.75,0.0,1473.51,Unpaid,2025-06-28,0.0,ACC-5577,Pending review,2025-11-01 19:53:42
"Mutti, Bali and Mittal",19DCK82853UY2ZS,INV-00266,2025-05-06,Receivable,456995.03,387283.92,34855.56,34855.56,0.0,69711.11,Partial,2025-06-01,0.0,ACC-5375,,2025-11-01 19:53:42
Shukla-Mani,24QVAECW9YIL2ZQ,INV-00267,2025-06-02,Payable,17421.94,14764.36,0.0,0.0,2657.58,2657.58,Paid,2025-06-18,0.0,ACC-3680,Verified,2025-11-01 19:53:42
Bansal Ltd,07DY3C7RM6J84ZG,INV-00268,2025-05-14,Receivable,415727.2,371185.0,0.0,0.0,44542.2,44542.2,Unpaid,2025-06-12,4157.27,ACC-3418,Pending review,2025-11-01 19:53:42
Ganesh-Murthy,07HHIWFD7YXW4ZB,INV-00269,2025-05-05,Receivable,226425.83,191886.3,17269.76,17269.76,0.0,34539.53,Unpaid,2025-05-20,0.0,ACC-8044,,2025-11-01 19:53:42
Acharya-Dayal,195R96KHUB2R4ZB,INV-00270,2025-05-16,Receivable,201792.18,180171.59,10810.3,10810.3,0.0,21620.59,Unpaid,2025-05-23,0.0,ACC-1055,Verified,2025-11-01 19:53:42
Zacharia Group,27ZQYAHULWJT1ZI,INV-00271,2025-04-30,Receivable,566020.21,479678.14,43171.04,43171.04,0.0,86342.07,Paid,2025-05-21,5660.2,ACC-6850,Pending review,2025-11-01 19:53:42
Bali-Bhardwaj,29RHZN4KGEUI1ZX,INV-00272,2025-01-17,Receivable,517123.72,404002.91,56560.4,56560.4,0.0,113120.81,Partial,2025-01-20,0.0,ACC-7020,Approved,2025-11-01 19:53:42
"Lanka, Vohra and Sinha",29F8F3GR94SZ2ZJ,INV-00273,2025-01-07,Payable,299720.23,285447.84,7136.19,7136.19,0.0,14272.39,Paid,2025-01-08,2997.2,ACC-8927,Pending review,2025-11-01 19:53:42
"Bal, Mani and Nagar",27YC3RWQMMU72ZL,INV-00274,2024-09-11,Payable,249880.15,211762.84,0.0,0.0,38117.31,38117.31,Paid,2024-09-21,0.0,ACC-8587,Pending review,2025-11-01 19:53:42
Sawhney-Lall,19UXG2MYR06N2ZO,INV-00275,2025-07-21,Payable,536179.02,478731.27,28723.88,28723.88,0.0,57447.75,Unpaid,2025-07-22,5361.79,ACC-4714,Verified,2025-11-01 19:53:42
"Vohra, Deep and Raghavan",09WU4CFILKJX2ZO,INV-00276,2025-03-05,Payable,481880.05,376468.79,52705.63,52705.63,0.0,105411.26,Unpaid,2025-03-22,4818.8,ACC-2422,,2025-11-01 19:53:42
Dhawan-Walla,29GA0X7ZCGDC2ZR,INV-00277,2024-09-28,Payable,29336.08,22918.81,0.0,0.0,6417.27,6417.27,Paid,2024-10-05,0.0,ACC-7194,Approved,2025-11-01 19:53:42
"Naidu, Bala and Mann",27JFX5LIKWE41ZB,INV-00278,2025-08-06,Receivable,218125.61,184852.21,16636.7,16636.7,0.0,33273.4,Partial,2025-08-11,2181.26,ACC-7402,Pending review,2025-11-01 19:53:42
"Dube, Brar and Nadig",099TJQ8ZGVWW4ZN,INV-00279,2025-05-27,Payable,381724.56,323495.39,29114.58,29114.58,0.0,58229.17,Partial,2025-06-17,0.0,ACC-8940,Pending review,2025-11-01 19:53:42
Kothari-Dhar,09T2PNJKA34M2ZR,INV-00280,2024-09-05,Receivable,444169.32,347007.28,48581.02,48581.02,0.0,97162.04,Paid,2024-09-29,0.0,ACC-6771,Pending review,2025-11-01 19:53:42
Bhakta-Deep,07APKIANOUOF4ZU,INV-00281,2025-03-19,Payable,465840.66,415929.16,24955.75,24955.75,0.0,49911.5,Paid,2025-03-25,0.0,ACC-8253,Pending review,2025-11-01 19:53:42
"Mander, Oza and Tak",27PI163YK03O1ZF,INV-00282,2024-11-09,Payable,194434.18,151901.7,21266.24,21266.24,0.0,42532.48,Partial,2024-11-29,1944.34,ACC-1023,Approved,2025-11-01 19:53:42
"Sarin, Nagi and Nagi",07ZRLF8A9KEP1ZH,INV-00283,2024-10-17,Receivable,107308.81,83835.01,0.0,0.0,23473.8,23473.8,Unpaid,2024-11-09,1073.09,ACC-4638,Approved,2025-11-01 19:53:42
"Sem, Kade and Gill",07P2RNZBC1FJ2ZC,INV-00284,2025-06-06,Payable,269216.55,240371.92,14422.32,14422.32,0.0,28844.63,Paid,2025-06-14,0.0,ACC-2427,Approved,2025-11-01 19:53:42
Suresh-Hora,093E1I1P0BQ14ZV,INV-00285,2024-12-16,Payable,285187.73,241684.52,21751.6,21751.6,0.0,43503.21,Unpaid,2024-12-29,0.0,ACC-1802,,2025-11-01 19:53:42
"Borra, Doshi and Sane",29WB7SJWH55H1ZH,INV-00286,2025-07-22,Payable,233876.17,222739.21,0.0,0.0,11136.96,11136.96,Partial,2025-07-28,0.0,ACC-9156,Verified,2025-11-01 19:53:42
"Ahluwalia, Char and Naidu",07VOI8UYYF1I2ZC,INV-00287,2025-08-18,Payable,328792.78,313135.98,0.0,0.0,15656.8,15656.8,Paid,2025-08-31,0.0,ACC-1231,,2025-11-01 19:53:42
Kashyap Group,07XZ2EI9212P1ZA,INV-00288,2025-08-19,Payable,218519.59,195106.78,11706.41,11706.41,0.0,23412.81,Paid,2025-09-01,0.0,ACC-4641,Pending review,2025-11-01 19:53:42
Badal Ltd,27RPKZGGM0J34ZF,INV-00289,2024-10-06,Payable,345929.4,270257.34,37836.03,37836.03,0.0,75672.06,Unpaid,2024-10-28,3459.29,ACC-8122,Approved,2025-11-01 19:53:42
Chhabra-Cheema,07TQ1S05WNWL1ZV,INV-00290,2025-06-03,Receivable,460694.49,411334.37,24680.06,24680.06,0.0,49360.12,Unpaid,2025-06-19,0.0,ACC-8251,Approved,2025-11-01 19:53:42
Sundaram Group,19FKOLDXB7GB1ZP,INV-00291,2024-12-08,Payable,74738.25,58389.26,8174.49,8174.49,0.0,16348.99,Paid,2024-12-15,747.38,ACC-4550,Pending review,2025-11-01 19:53:42
Mangal-Pandit,19WVBHZA7X732ZZ,INV-00292,2025-07-25,Payable,50871.16,39743.09,5564.03,5564.03,0.0,11128.07,Paid,2025-08-24,508.71,ACC-1276,Verified,2025-11-01 19:53:42
Ghose-Mahajan,24CWT04CHSDI2ZG,INV-00293,2024-12-08,Receivable,299974.18,267834.09,0.0,0.0,32140.09,32140.09,Unpaid,2024-12-13,0.0,ACC-3527,Pending review,2025-11-01 19:53:42
Karan Inc,190ODWMQX5GG2ZQ,INV-00294,2025-02-20,Payable,425203.99,332190.62,46506.68,46506.68,0.0,93013.37,Partial,2025-03-04,0.0,ACC-7177,Pending review,2025-11-01 19:53:42
Yohannan Ltd,07T94OW3LITN4ZX,INV-00295,2025-01-09,Receivable,238597.36,186404.19,26096.58,26096.58,0.0,52193.17,Paid,2025-01-21,2385.97,ACC-7383,Pending review,2025-11-01 19:53:42
Srinivasan Ltd,09ABKAE6A9HL4ZI,INV-00296,2025-06-11,Receivable,291785.79,260523.03,0.0,0.0,31262.76,31262.76,Paid,2025-06-14,2917.86,ACC-2879,Verified,2025-11-01 19:53:42
Divan-Subramanian,27QFJ6IJKUUH1ZX,INV-00297,2025-02-14,Receivable,446345.83,398523.06,23911.38,23911.38,0.0,47822.77,Unpaid,2025-03-08,4463.46,ACC-5518,Verified,2025-11-01 19:53:42
Devan and Sons,24Z3DXB3N27M2ZN,INV-00298,2024-11-01,Payable,488538.84,436195.39,0.0,0.0,52343.45,52343.45,Paid,2024-11-17,4885.39,ACC-4753,Approved,2025-11-01 19:53:42
"Kata, Bath and Karnik",241NKBTFSHB02ZO,INV-00299,2025-09-21,Payable,316695.51,301614.77,0.0,0.0,15080.74,15080.74,Partial,2025-10-09,0.0,ACC-1222,Verified,2025-11-01 19:53:42
"Suri, Pillay and Karan",09KOECUBODS11ZY,INV-00300,2024-11-09,Payable,275130.27,245652.03,14739.12,14739.12,0.0,29478.24,Unpaid,2024-11-15,0.0,ACC-1939,Approved,2025-11-01 19:53:42
Narain LLC,09XHW0IC1L7D4ZN,INV-00301,2025-04-05,Receivable,211658.89,188981.15,11338.87,11338.87,0.0,22677.74,Paid,2025-04-24,2116.59,ACC-8758,Approved,2025-11-01 19:53:42
"Gopal, Salvi and Bansal",07VAK9W9PFB31ZV,INV-00302,2025-03-11,Receivable,90757.48,86435.7,0.0,0.0,4321.78,4321.78,Paid,2025-03-22,907.57,ACC-8801,Verified,2025-11-01 19:53:42
Bala-Ravi,24B8753AYEQA1ZX,INV-00303,2025-06-03,Receivable,134306.3,113818.9,10243.7,10243.7,0.0,20487.4,Unpaid,2025-06-12,1343.06,ACC-3855,Verified,2025-11-01 19:53:42
Rajan Ltd,190FZAUXBGK24ZI,INV-00304,2024-09-28,Receivable,249722.34,237830.8,0.0,0.0,11891.54,11891.54,Paid,2024-10-12,2497.22,ACC-5385,Verified,2025-11-01 19:53:42
Ravi-Dua,09XX6MDK5N9S4ZD,INV-00305,2025-02-09,Payable,259858.67,247484.45,0.0,0.0,12374.22,12374.22,Partial,2025-03-06,2598.59,ACC-6606,Approved,2025-11-01 19:53:42
Dass-Shan,29SQ7AITMOFM2ZL,INV-00306,2025-07-18,Receivable,186605.01,158139.84,0.0,0.0,28465.17,28465.17,Unpaid,2025-07-19,1866.05,ACC-2496,,2025-11-01 19:53:42
Edwin and Sons,24JN9978IMOE4ZM,INV-00307,2025-05-25,Payable,538380.4,480696.79,28841.81,28841.81,0.0,57683.61,Partial,2025-06-05,0.0,ACC-9137,Approved,2025-11-01 19:53:42
"Deol, Wali and Sekhon",29UPLVQEXUYH1ZJ,INV-00308,2025-08-19,Payable,398178.85,355516.83,21331.01,21331.01,0.0,42662.02,Paid,2025-09-04,3981.79,ACC-3246,Verified,2025-11-01 19:53:42
Bobal LLC,29XUFCTZG4FB2ZN,INV-00309,2025-03-30,Receivable,187195.87,158640.57,0.0,0.0,28555.3,28555.3,Paid,2025-04-13,1871.96,ACC-1244,Verified,2025-11-01 19:53:42
Gaba-Dubey,29DG1WJUIIYM4ZY,INV-00310,2025-05-03,Receivable,96899.14,75702.45,10598.34,10598.34,0.0,21196.69,Paid,2025-05-08,968.99,ACC-2471,Pending review,2025-11-01 19:53:42
Khare-Chada,294REGB1AJO01ZY,INV-00311,2024-12-14,Receivable,54280.7,42406.8,5936.95,5936.95,0.0,11873.9,Paid,2024-12-21,542.81,ACC-8045,,2025-11-01 19:53:42
"Swaminathan, Das and D’Alia",24LQIOB0NLW04ZR,INV-00312,2025-05-27,Receivable,340497.12,324282.97,0.0,0.0,16214.15,16214.15,Partial,2025-06-15,3404.97,ACC-7651,Verified,2025-11-01 19:53:42
"Rattan, Misra and Thakur",09Q55IT9BN181ZJ,INV-00313,2025-04-14,Receivable,241946.67,205039.55,18453.56,18453.56,0.0,36907.12,Paid,2025-04-17,0.0,ACC-9037,,2025-11-01 19:53:42
Pathak Group,09FK7Y6QXDSG4ZW,INV-00314,2025-06-07,Payable,97664.35,76300.27,10682.04,10682.04,0.0,21364.08,Paid,2025-07-03,976.64,ACC-4037,Pending review,2025-11-01 19:53:42
"Banerjee, Mistry and Memon",09AQ665DLXZF4ZD,INV-00315,2024-10-17,Receivable,84404.25,65940.82,9231.72,9231.72,0.0,18463.43,Partial,2024-10-30,844.04,ACC-1463,,2025-11-01 19:53:42
Parmer-Kuruvilla,27SN2S8NN16U4ZE,INV-00316,2024-11-23,Receivable,488007.61,435721.08,0.0,0.0,52286.53,52286.53,Partial,2024-12-12,4880.08,ACC-9761,,2025-11-01 19:53:42
Chauhan-Sami,09L08KG68A1A2ZP,INV-00317,2025-06-06,Receivable,519235.51,405652.74,0.0,0.0,113582.77,113582.77,Unpaid,2025-06-14,5192.36,ACC-4407,Approved,2025-11-01 19:53:42
Bains-Shankar,29VROCVITWU31ZF,INV-00318,2024-11-15,Payable,43637.97,36981.33,0.0,0.0,6656.64,6656.64,Paid,2024-12-05,0.0,ACC-7262,Approved,2025-11-01 19:53:42
Ghosh-Halder,294Y4K7BPGYV4ZW,INV-00319,2025-07-02,Receivable,325268.69,290418.47,17425.11,17425.11,0.0,34850.22,Paid,2025-07-03,3252.69,ACC-6486,Pending review,2025-11-01 19:53:42
Dhaliwal-Sastry,24U7DKNNCPTK1ZD,INV-00320,2025-08-22,Payable,508709.67,431109.89,38799.89,38799.89,0.0,77599.78,Paid,2025-08-27,0.0,ACC-2983,Verified,2025-11-01 19:53:42
Chaudhuri Inc,19HHCU9TD0V24ZJ,INV-00321,2025-04-07,Receivable,363833.95,308333.86,27750.04,27750.04,0.0,55500.09,Paid,2025-05-02,0.0,ACC-7195,Approved,2025-11-01 19:53:42
Dugal Inc,19UW7WR0R35I2ZG,INV-00322,2024-09-01,Receivable,86939.52,67921.5,0.0,0.0,19018.02,19018.02,Partial,2024-09-22,0.0,ACC-5654,,2025-11-01 19:53:42
Parsa-Sarraf,24429OMUWAHK1ZJ,INV-00323,2025-02-01,Payable,304767.95,258277.92,0.0,0.0,46490.03,46490.03,Partial,2025-02-03,0.0,ACC-7895,,2025-11-01 19:53:42
Saran-Mallick,27YM0WBGLMY61ZU,INV-00324,2024-11-09,Receivable,314794.0,245932.81,34430.6,34430.6,0.0,68861.19,Unpaid,2024-11-19,3147.94,ACC-8131,,2025-11-01 19:53:42
Bhandari Ltd,092O04K0LTHY2ZC,INV-00325,2024-11-16,Receivable,154796.68,147425.41,3685.64,3685.64,0.0,7371.27,Unpaid,2024-12-05,0.0,ACC-8375,Approved,2025-11-01 19:53:42
Dara Inc,09W4UOV51ZLB2ZC,INV-00326,2025-05-13,Payable,518909.58,439753.88,39577.85,39577.85,0.0,79155.7,Unpaid,2025-06-09,0.0,ACC-6694,,2025-11-01 19:53:42
Singhal Ltd,07HKE226PARS1ZK,INV-00327,2025-05-06,Payable,435297.42,368896.12,33200.65,33200.65,0.0,66401.3,Unpaid,2025-06-03,0.0,ACC-1377,,2025-11-01 19:53:42
"Sheth, Memon and Kapur",291D9S9HBN5E2ZB,INV-00328,2025-08-18,Payable,446859.81,425580.77,10639.52,10639.52,0.0,21279.04,Unpaid,2025-08-29,4468.6,ACC-8704,Pending review,2025-11-01 19:53:42
Basak LLC,096D10A1WHHK4ZK,INV-00329,2025-04-14,Payable,399843.92,338850.78,0.0,0.0,60993.14,60993.14,Partial,2025-05-08,0.0,ACC-5462,,2025-11-01 19:53:42
Shankar-Pillay,29JAWSHMLFZK1ZF,INV-00330,2024-10-07,Payable,191838.5,162575.0,14631.75,14631.75,0.0,29263.5,Unpaid,2024-10-22,0.0,ACC-6867,Pending review,2025-11-01 19:53:42
Naidu and Sons,27EQYDBPGVV44ZO,INV-00331,2025-07-13,Receivable,217421.97,184255.91,0.0,0.0,33166.06,33166.06,Paid,2025-07-24,0.0,ACC-7077,,2025-11-01 19:53:42
"Tailor, Chad and Raj",2413C71UD2ZD2ZV,INV-00332,2025-07-27,Payable,458247.41,358005.79,50120.81,50120.81,0.0,100241.62,Paid,2025-08-08,0.0,ACC-3646,Pending review,2025-11-01 19:53:42
Tiwari-Sangha,298F6JNG7L4L2ZA,INV-00333,2024-10-04,Receivable,286638.33,242913.84,21862.24,21862.24,0.0,43724.49,Unpaid,2024-10-26,0.0,ACC-5910,Pending review,2025-11-01 19:53:42
Roy-Khurana,094KMUSOZDUC2ZR,INV-00334,2025-04-25,Payable,264192.09,206400.07,0.0,0.0,57792.02,57792.02,Unpaid,2025-05-15,0.0,ACC-9593,Approved,2025-11-01 19:53:42
Chaudhuri Inc,19IFRCHYP9UM4ZH,INV-00335,2024-11-28,Receivable,351414.01,334680.01,8367.0,8367.0,0.0,16734.0,Unpaid,2024-12-28,0.0,ACC-8120,Pending review,2025-11-01 19:53:42
Doctor-Sahota,27VQT3G8CD312ZK,INV-00336,2025-05-12,Receivable,342346.9,326044.67,0.0,0.0,16302.23,16302.23,Unpaid,2025-06-06,0.0,ACC-5786,Pending review,2025-11-01 19:53:42
Kalita Inc,29356WAFFTOU1ZG,INV-00337,2025-08-15,Receivable,519127.34,439938.42,39594.46,39594.46,0.0,79188.92,Partial,2025-08-24,5191.27,ACC-6002,Verified,2025-11-01 19:53:42
"Goswami, Das and Ganguly",09Z69UWS44C61ZA,INV-00338,2025-08-27,Receivable,335609.5,284414.83,0.0,0.0,51194.67,51194.67,Partial,2025-09-26,3356.1,ACC-5007,Pending review,2025-11-01 19:53:42
"Saini, Kulkarni and Sankar",075IZOLNNTXR1ZR,INV-00339,2025-03-16,Receivable,499412.06,423230.56,38090.75,38090.75,0.0,76181.5,Unpaid,2025-04-04,0.0,ACC-4709,Approved,2025-11-01 19:53:42
Mangal Ltd,29K5EAXF5X9E1ZU,INV-00340,2025-04-01,Receivable,552287.81,431474.85,0.0,0.0,120812.96,120812.96,Unpaid,2025-04-02,5522.88,ACC-3807,Pending review,2025-11-01 19:53:42
Patla-Bawa,09STQMGVU4IS2ZR,INV-00341,2025-06-23,Payable,199306.08,189815.31,4745.39,4745.39,0.0,9490.77,Paid,2025-07-12,0.0,ACC-7883,Pending review,2025-11-01 19:53:42
Vaidya PLC,24NU8C0S41KS4ZT,INV-00342,2024-10-16,Receivable,136671.51,130163.34,3254.09,3254.09,0.0,6508.17,Partial,2024-11-15,0.0,ACC-9735,Approved,2025-11-01 19:53:42
Manne Inc,19BM2QSQ0P822ZF,INV-00343,2024-09-19,Payable,413678.58,350575.07,31551.76,31551.76,0.0,63103.51,Paid,2024-09-25,0.0,ACC-1130,,2025-11-01 19:53:42
Madan Ltd,27WUUXK0AREC2ZI,INV-00344,2024-11-07,Payable,367854.26,311740.9,28056.68,28056.68,0.0,56113.36,Paid,2024-11-30,0.0,ACC-8843,Verified,2025-11-01 19:53:42
Wadhwa-Ganguly,270V60XNG2IG4ZB,INV-00345,2025-02-23,Receivable,551258.52,492195.11,0.0,0.0,59063.41,59063.41,Unpaid,2025-03-05,5512.59,ACC-9496,Approved,2025-11-01 19:53:42
Mahal Ltd,091ONX0GU4BJ1ZB,INV-00346,2024-11-25,Payable,303830.16,237367.31,33231.43,33231.43,0.0,66462.85,Unpaid,2024-12-16,3038.3,ACC-7763,Approved,2025-11-01 19:53:42
"Lal, Dugal and Keer",0901TNZRF5A72ZM,INV-00347,2025-08-14,Receivable,172921.8,164687.43,0.0,0.0,8234.37,8234.37,Unpaid,2025-09-09,1729.22,ACC-3058,Verified,2025-11-01 19:53:42
Setty Group,19W8P74MJDXO4ZX,INV-00348,2025-01-02,Payable,414191.22,369813.59,22188.81,22188.81,0.0,44377.63,Paid,2025-01-04,0.0,ACC-8091,Approved,2025-11-01 19:53:42
Palla-Oak,24YGTY3ADDQH2ZI,INV-00349,2024-12-08,Receivable,28014.48,26680.46,0.0,0.0,1334.02,1334.02,Paid,2024-12-13,280.14,ACC-4660,Verified,2025-11-01 19:53:42
"Dass, Kadakia and Kapur",19X48WZE4EX64ZZ,INV-00350,2024-12-04,Payable,502925.7,449040.8,26942.45,26942.45,0.0,53884.9,Paid,2025-01-02,5029.26,ACC-6828,Verified,2025-11-01 19:53:42
Sunder PLC,07Q7W7JP61LF1ZI,INV-00351,2024-10-02,Payable,233134.38,197571.51,0.0,0.0,35562.87,35562.87,Paid,2024-10-09,2331.34,ACC-8560,Approved,2025-11-01 19:53:42
Bansal PLC,078JPR7VGRF11ZT,INV-00352,2025-07-27,Receivable,79439.82,62062.36,8688.73,8688.73,0.0,17377.46,Unpaid,2025-08-13,794.4,ACC-7416,Pending review,2025-11-01 19:53:42
Zacharia-Narayan,27BC01ARXABO1ZW,INV-00353,2025-02-16,Receivable,475925.73,453262.6,11331.57,11331.57,0.0,22663.13,Partial,2025-02-27,4759.26,ACC-8722,Verified,2025-11-01 19:53:42
Bir-Salvi,09P422TA83RU2ZK,INV-00354,2025-08-16,Receivable,166305.05,158385.76,0.0,0.0,7919.29,7919.29,Paid,2025-09-15,1663.05,ACC-4578,Verified,2025-11-01 19:53:42
Sahni Inc,07T8CQ1XGBNG4ZM,INV-00355,2024-10-25,Receivable,376422.78,319002.36,28710.21,28710.21,0.0,57420.42,Partial,2024-11-06,3764.23,ACC-4099,Approved,2025-11-01 19:53:42
"Dash, Patla and Varty",275PGBA9IN2X2ZR,INV-00356,2025-04-19,Receivable,507802.4,483621.33,0.0,0.0,24181.07,24181.07,Unpaid,2025-05-02,0.0,ACC-2187,Pending review,2025-11-01 19:53:42
"Kapadia, Mann and Lalla",07C2BE3YQY5F4ZH,INV-00357,2024-10-07,Receivable,31438.47,28070.06,1684.2,1684.2,0.0,3368.41,Paid,2024-11-05,0.0,ACC-4007,Pending review,2025-11-01 19:53:42
Dugal Inc,24A6WIXAW63D4ZF,INV-00358,2025-06-30,Receivable,43406.19,41339.23,0.0,0.0,2066.96,2066.96,Paid,2025-07-30,434.06,ACC-3223,Verified,2025-11-01 19:53:42
"Madan, Virk and Warrior",09VWCHM40OEY4ZE,INV-00359,2025-02-12,Payable,470231.19,419849.28,0.0,0.0,50381.91,50381.91,Paid,2025-02-22,0.0,ACC-4000,Approved,2025-11-01 19:53:42
Comar Ltd,19GCJ1GNFIUE4ZT,INV-00360,2025-03-12,Receivable,410606.91,391054.2,9776.35,9776.35,0.0,19552.71,Paid,2025-04-02,0.0,ACC-5935,Pending review,2025-11-01 19:53:42
"Bora, Sengupta and Dubey",27AGDX5O31YH4ZI,INV-00361,2025-05-26,Receivable,258390.01,230705.37,0.0,0.0,27684.64,27684.64,Partial,2025-06-14,0.0,ACC-7492,Verified,2025-11-01 19:53:42
Seshadri LLC,19YVZWD3KPUG4ZD,INV-00362,2025-07-14,Payable,209811.44,187331.64,11239.9,11239.9,0.0,22479.8,Partial,2025-08-09,2098.11,ACC-6141,Pending review,2025-11-01 19:53:42
Rajagopalan Inc,24XJG2Y8RGYB4ZL,INV-00363,2025-01-24,Receivable,132984.8,112698.98,10142.91,10142.91,0.0,20285.82,Unpaid,2025-02-18,1329.85,ACC-1821,Pending review,2025-11-01 19:53:42
Sekhon Inc,1921B07G2RE64ZO,INV-00364,2025-07-01,Payable,376426.59,294083.27,0.0,0.0,82343.32,82343.32,Partial,2025-07-23,3764.27,ACC-8178,Approved,2025-11-01 19:53:42
Bhatt-Trivedi,24YL2LD05NHQ2ZB,INV-00365,2025-04-12,Payable,103707.16,81021.22,0.0,0.0,22685.94,22685.94,Unpaid,2025-04-21,0.0,ACC-1615,Approved,2025-11-01 19:53:42
"Devan, Patla and Choudhry",09NQGMJMBUKD2ZO,INV-00366,2025-04-03,Payable,110788.61,93888.65,0.0,0.0,16899.96,16899.96,Unpaid,2025-04-05,0.0,ACC-9791,Approved,2025-11-01 19:53:42
"Joshi, Gulati and Sangha",07V2WWG84D4R1ZS,INV-00367,2025-05-01,Payable,495747.05,420124.62,0.0,0.0,75622.43,75622.43,Paid,2025-05-07,4957.47,ACC-5592,,2025-11-01 19:53:42
Bhatti-Tak,24P5IPI7866P1ZB,INV-00368,2025-04-29,Receivable,387873.56,369403.39,9235.08,9235.08,0.0,18470.17,Unpaid,2025-05-05,0.0,ACC-6517,Pending review,2025-11-01 19:53:42
